Hugo_Symbol	Entrez_Gene_Id	TCGA-BR-6564-11A-01R-1884-13	TCGA-HU-A4GH-11A-11R-A36D-31	TCGA-IN-8663-11A-01R-2402-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-HU-A4GY-11A-11R-A36D-31	TCGA-IN-AB1X-11A-21R-A39E-31	TCGA-CG-5720-11A-01R-1602-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-CG-5734-11A-01R-1602-13	TCGA-IN-AB1V-11A-11R-A414-31	TCGA-FP-7829-11A-01R-2055-13	TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-IP-7968-11A-01R-2203-13	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-CG-5730-11A-01R-1602-13	TCGA-IN-7806-11A-01R-2055-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-BR-7851-11A-01R-2203-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-BR-7717-11A-01R-2055-13
ZNF428	126299	543.96	825	447.82	379.04	599.49	1295.13	902.89	325.29	642.59	400.71	825	665.29	403.5	1015.93	529.06	258.57	842.36	669.92	473.41	612.11	1059.11	1208.34	583.07	381.68	603.67	785.88	928.3	466.88	435.55	1066.48	460.44	684.02	854.13
EZR	7430	5076.84	651.58	5329.3	7180.15	5403.7	1143.1	507.46	6699.25	8840.04	10733.74	2255.7	6983.79	7589.61	571.05	10808.41	5913.33	3325.99	4869.99	7032.37	9474.59	1950	490.14	5831.91	7180.15	9540.5	4481.23	5954.47	4328.55	3395.89	518.15	6079.61	8363.13	4512.4
ZNF738	0	49.56	102.97	130.6	24.63	80.01	44.89	79.45	90.77	36.53	81.71	67.12	59.55	51.71	61.25	47.5	76.17	78.89	74.06	56.28	68.07	61.68	91.41	53.19	67.59	39.79	102.25	98.04	58.71	126.12	82.87	73.03	61.68	135.24
GPR116	221395	204.07	283.05	51.71	62.56	141.02	143.01	267.73	137.14	96.68	63.89	255	163.28	211.31	211.31	90.14	150.17	281.09	159.9	211.31	137.14	150.17	223.41	69.52	76.71	173.85	178.77	162.14	123.5	51.35	241.19	109.66	246.28	117.6
POU2F2	5452	157.68	137.14	15.68	34.02	96.68	72.01	119.26	35	236.21	35.25	92.05	149.12	137.14	137.14	58.3	45.85	81.71	143.01	129.69	74.58	133.36	190.34	97.36	21.78	303.44	417.77	299.25	226.54	19.25	176.29	113.56	185.11	460.44
LRRC38	126755	0.84	1.89	23.93	0.32	0.71	4.62	6.84	6.36	0	1.64	3.82	7.06	0	2.94	0	10.39	2.16	2.36	0.39	4.35	1.36	1.41	0	19.11	0	0	0	0	0	3.89	0	4.43	0.39
FIS1	51024	3540.14	4869.99	4328.55	3018.3	3614.55	5831.91	4836.35	2451.44	4152.18	3467.27	3794.3	3419.52	2875.3	4903.87	4388.98	2537.92	4010.71	4066.71	3690.52	3467.27	5633.22	4450.27	5183.54	2720.15	3564.78	5006.93	4239.45	4328.55	7749.1	3955.48	2997.45	4543.8	5479.15
MEIOB	64735	0	0.48	0	0.75	0	1.3	3.23	2.2	7.46	0.43	0	0.84	1.57	0.96	1.3	1.71	0	1.38	0	7.51	2.61	0	7.28	0	0	0	0	1.25	0	0.95	0	0	0
MIB2	142678	934.76	995	1639.59	941.27	791.35	981.29	954.43	1896.65	796.86	1883.54	1286.18	884.29	738.29	679.29	902.89	1561.89	974.5	728.11	764.36	1561.89	928.3	896.64	941.27	2104.58	921.88	1104.13	974.5	529.06	353.59	808	974.5	599.49	780.44
ZNF567	163081	62.56	128.79	99.43	32.59	57.89	98.04	150.17	97.36	45.53	79.45	95.34	68.07	82.87	145.02	43.32	117.6	94.67	55.89	63	51.71	97.36	120.1	41.52	87.03	58.3	100.83	75.64	53.95	158.79	113.56	51.35	39.5	76.71
FREM2	341640	12.27	30.78	7.34	1.81	8.38	4.5	7.82	2.07	2.56	0	41.81	24.99	35.76	74.06	3.89	2.01	1.33	15.22	8	5.45	15.56	82.87	3.2	3.86	12.27	27.44	8.92	13.03	4.7	72.01	2.53	30.78	19.39
UBL4B	164153	0.65	0.68	0	0	0	0	7.51	1.79	0	0.61	1.6	0	0	0.69	0	1.19	0	0	1.19	0	0	1.27	0	0	0.67	0.68	2.78	0	0	1.25	0	0	0.66
ZNF879	345462	43.94	57.08	83.45	19.97	42.71	48.18	52.82	47.5	16.63	42.71	38.12	66.18	52.45	55.1	13.42	57.89	57.89	24.46	20.26	16.75	29.48	72.01	33.06	62.56	43.32	57.08	21.16	43.02	49.91	61.25	18.29	23.76	29.91
SLC35E2B	728661	825	785.88	426.57	842.36	460.44	532.74	854.13	703.28	616.37	532.74	708.18	723.08	860.08	536.45	323.03	802.41	651.58	591.22	775.05	262.2	543.96	607.87	563.18	490.14	679.29	738.29	723.08	470.14	193.01	674.59	909.17	423.61	403.5
NHP2L1	4809	2255.7	2335.28	2163.77	1242.34	2287.2	2935.74	2816.11	1857.6	2555.58	1909.85	2209.26	2209.26	1896.65	1991	2591.27	1769.57	1883.54	3491.39	2193.99	2240.11	2451.44	1991	2645.74	1781.89	2255.7	3716.2	3039.3	3303	4937.99	1561.89	1519.15	3589.58	3372.43
FKBP14	55033	86.43	249.73	134.3	44.89	114.36	242.88	189.02	153.34	89.51	171.45	169.07	143.01	120.94	231.32	43.02	202.66	289.02	120.1	113.56	218.79	169.07	253.23	90.14	82.29	92.7	118.43	70.01	123.5	76.17	242.88	82.29	65.26	143.01
DDR2	4921	567.1	2400.97	76.71	80.01	432.53	1369.04	1551.09	361.04	131.51	111.99	1605.83	486.75	211.31	1467.37	180.02	559.28	2104.58	273.37	269.6	183.82	866.07	1378.57	186.4	142.01	417.77	221.86	145.02	85.22	126.12	1963.57	299.25	125.24	363.56
PRKACA	5566	1183.45	2148.82	836.53	974.5	1023	1923.14	1757.34	769.69	1088.92	1104.13	1498.22	1127.35	791.35	2075.59	1015.93	796.86	1781.89	1159.07	954.43	1119.56	2032.85	2032.85	1143.1	995	1037.29	860.08	1199.98	825	384.34	2255.7	1233.75	921.88	1073.91
F11	2160	59.13	14.03	0	187.71	4.46	0.97	0.95	0	38.4	0	15.68	0.92	6.73	2.46	116.78	0	0.93	47.84	70.01	0	11.3	2.43	104.42	0	1.46	9.7	6.41	2.61	2.84	1.5	180.02	0	5.23
SOX30	11063	6.11	8.99	5.54	5.77	2.18	10.79	4.35	2.71	11.55	3.86	5.28	2.73	1.95	6.36	5.36	4.13	6.57	13.62	5.63	3.92	4.28	11.55	14.78	2.25	4.62	4.62	2.41	2.48	1.71	9.06	3.32	0	5.36
CEP78	84131	111.99	149.12	129.69	50.63	152.28	102.97	151.22	145.02	123.5	120.1	187.71	93.35	129.69	181.28	44.25	193.01	120.1	107.38	76.71	108.9	173.85	165.57	60.82	95.34	111.99	129.69	106.63	167.9	127	145.02	103.69	88.26	178.77
STPG2	285555	1.13	2.84	4.17	0.97	0.55	0.62	2.63	2.27	1.08	4.9	2.51	0	2.61	1.79	0	3.2	1.1	0.66	1.14	1.57	0	0	0	1.64	2.25	2.27	2.03	1.58	0	0	1.07	0	3.72
ZDHHC14	79683	341.51	117.6	191.67	297.17	260.38	154.42	153.34	80.57	293.07	71.5	234.57	295.11	301.33	120.94	239.52	92.7	145.02	297.17	371.22	99.43	152.28	201.25	228.13	66.18	366.09	255	285.03	260.38	161.02	134.3	242.88	251.48	201.25
FAM168B	130074	967.76	2591.27	890.44	633.73	759.08	2004.85	2682.69	1051.79	1037.29	1350.18	1639.59	1340.84	909.17	2555.58	612.11	1540.37	2075.59	872.1	921.88	1088.92	1583.71	2573.36	1250.98	1104.13	954.43	642.59	791.35	540.19	249.73	3325.99	974.5	738.29	759.08
CA7	766	253.23	15.91	0	218.79	1.1	0.01	0.8	0	80.57	0	36.01	0.52	0.07	0.34	181.28	0.01	0.01	111.99	70.51	0	9.78	0.33	312	0	0.59	1.91	0.42	0	4.86	0.04	65.26	0	0
FLJ00388	0	0	0	0	0	8.45	0	0	0	0	0	0	0	0	0	3.17	5.77	0	0	0	0	0	0	30.12	0	25.72	0	0	0	0	0	0	0	5.82
AFP	174	0	2.41	5.11	61.68	10.63	0	0	1.06	1.38	0	0.95	0	3.72	0	2.73	1.87	3.41	1.51	3.14	0	0.58	0	14.89	0	2.39	4.94	0	1.81	16.51	1.07	0.54	0	5.96
C10orf128	170371	305.55	332.14	74.06	109.66	305.55	156.59	336.79	60.82	217.27	66.18	265.87	162.14	249.73	151.22	187.71	108.9	293.07	199.85	232.94	107.38	131.51	180.02	193.01	84.63	295.11	629.35	363.56	368.65	493.56	181.28	150.17	305.55	656.11
BNIP1	662	224.97	204.07	224.97	204.07	223.41	229.72	165.57	154.42	255	242.88	172.65	226.54	262.2	161.02	236.21	158.79	177.53	239.52	224.97	218.79	191.67	169.07	305.55	140.04	234.57	351.14	255	389.72	518.15	154.42	217.27	214.27	376.41
PEBP4	157310	60.82	120.1	46.5	5.45	45.85	559.28	193.01	5.19	42.41	4.66	244.57	53.19	155.5	84.04	70.51	7.06	543.96	52.45	64.8	31.45	269.6	36.79	44.57	13.12	46.5	121.79	167.9	47.84	414.87	28.04	17.51	51.71	127
SYBU	55638	547.75	988.12	121.79	318.57	529.06	796.86	1295.13	209.84	500.46	102.25	575.03	555.41	536.45	738.29	229.72	209.84	928.3	616.37	551.56	521.76	381.68	674.59	368.65	178.77	351.14	297.17	260.38	221.86	353.59	669.92	583.07	301.33	406.31
MYC	4609	1697.45	5791.62	1540.37	381.68	1447.15	1844.76	1832.01	2104.58	1104.13	3690.52	10225.32	1167.14	902.89	3639.7	1594.73	2133.97	603.67	2367.9	684.02	5112.16	9474.59	1923.14	1073.91	2224.63	1540.37	1498.22	848.22	1183.45	753.83	1023	813.63	607.87	2451.44
TTC39A	22996	316.37	11.91	669.92	309.83	1806.78	7.22	6.16	575.03	780.44	536.45	320.8	1508.65	1572.76	14.56	547.75	555.41	33.54	612.11	698.41	802.41	186.4	19.82	229.72	371.22	1359.57	343.89	1073.91	1628.26	954.43	2.97	460.44	1477.58	409.15
OR11H4	390442	0	2.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAN2	9924	503.95	884.29	417.77	480.04	551.56	435.55	878.17	866.07	450.94	518.15	764.36	503.95	551.56	684.02	275.28	633.73	759.08	521.76	493.56	329.84	435.55	688.78	307.69	426.57	595.34	928.3	444.72	470.14	234.57	896.64	624.99	371.22	521.76
ZDHHC24	254359	260.38	218.79	212.78	283.05	351.14	147.06	189.02	175.07	363.56	271.48	246.28	379.04	343.89	155.5	281.09	228.13	194.36	323.03	281.09	253.23	143.01	187.71	299.25	211.31	264.03	426.57	514.56	423.61	353.59	182.55	258.57	285.03	348.71
SLC24A3	57419	97.36	95.34	579.04	23.08	77.79	140.04	100.13	579.04	63.45	334.46	106.63	76.71	94.67	55.1	51.71	429.54	100.13	62.12	113.56	444.72	50.27	105.89	71	381.68	73.03	83.45	98.73	62.12	46.5	59.13	48.52	55.1	57.08
SNAI1	6615	159.9	271.48	11.82	15.8	101.54	130.6	400.71	54.72	27.25	42.11	289.02	70.51	69.52	170.25	205.5	45.53	64.34	126.12	42.71	130.6	231.32	149.12	88.26	21.47	137.14	62.12	112.77	94.01	36.53	111.21	66.18	23.59	159.9
GLIS3	169792	88.26	152.28	7.46	17.64	77.25	111.21	144.01	31.45	33.78	14.67	162.14	68.07	102.25	194.36	46.18	75.64	37.59	78.34	74.06	74.58	85.82	97.36	23.08	18.16	73.54	45.21	68.55	35.76	49.91	191.67	52.08	63.45	63.45
OSGEPL1	64172	72.01	163.28	90.14	39.22	79.45	120.1	190.34	116.78	40.64	72.52	115.16	63	107.38	130.6	34.02	129.69	158.79	86.43	52.45	44.89	122.64	175.07	27.64	67.12	65.72	155.5	72.52	102.25	106.63	182.55	78.89	80.01	139.07
SYCE2	256126	23.42	33.78	14.14	2.68	11.82	23.76	7.17	26.67	25.17	18.03	26.47	14.67	16.39	26.28	2.48	17.13	31.9	12	4.94	10.31	33.06	42.41	22.59	9.06	8.85	13.12	2.92	12.09	9.56	13.93	14.03	3.99	31.67
ZFP1	162239	96.68	242.88	157.68	32.59	75.64	133.36	242.88	117.6	76.71	73.03	197.09	67.59	71	231.32	36.01	185.11	275.28	76.17	78.89	92.05	126.12	275.28	45.53	87.65	47.84	112.77	96.68	76.71	108.14	281.09	74.06	80.57	122.64
C17orf50	146853	8.51	0	5.82	1.81	0.93	2.68	4.74	2.25	4.58	0.54	2.51	0	3.89	2.32	1.1	2.14	4.66	2.27	1.62	2.56	0	14.14	3.11	0	6.16	0	2.66	2.05	0	6.31	0	0	10.96
TTC24	164118	12.18	0	0	1.57	11.91	0	0.72	1.91	15.91	5.32	6.36	23.25	8.85	0	4.62	0.73	0	5.41	1.83	0	1.89	1.36	14.67	0.73	5.92	94.67	9.13	1.77	4.28	0	3.29	1.69	36.53
AC021218.2	0	251.48	2.29	0.07	480.04	72.52	0.08	1.41	0	186.4	0	43.02	163.28	187.71	0.85	224.97	0	0	220.32	316.37	12.64	73.03	0.1	277.2	0	215.77	36.79	130.6	67.12	136.19	0	547.75	36.27	18.7
SDR16C5	195814	255	11.13	1159.07	384.34	591.22	2.94	8.85	698.41	249.73	878.17	98.73	265.87	341.51	1.93	125.24	493.56	64.34	223.41	126.12	327.56	204.07	5.11	214.27	872.1	392.44	185.11	182.55	423.61	529.06	0.96	141.02	249.73	180.02
C6orf25	80739	10.71	8.06	57.89	2.58	8.58	7.63	5.06	49.91	6.84	34.75	21.32	4.1	10.16	7.82	12.55	59.97	7.75	6.73	15	37.05	5.36	14.35	14.14	34.26	10.88	10.55	11.47	4.13	11.55	8.13	6.84	1.83	8.06
RIMBP3B	440804	2.61	0	0	0	0	0	2.61	0	1.08	0.34	0.34	4.9	2.29	0.39	0	1.91	0.35	0.39	1.14	0	0.39	3.26	0.36	0	0	4.28	2.36	1.46	0	3.2	1.45	1.57	1.53
RP11-1085N6.3	0	0	0	0	0	0	0	4.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGACT	87769	178.77	79.45	87.65	166.73	163.28	58.71	71.5	78.34	217.27	125.24	150.17	151.22	163.28	151.22	176.29	59.13	75.11	161.02	224.97	57.49	136.19	91.41	197.09	57.08	136.19	135.24	221.86	151.22	194.36	85.82	198.47	99.43	164.42
FAM172A	83989	187.71	444.72	289.02	130.6	218.79	403.5	438.59	289.02	110.43	356.05	293.07	189.02	258.57	511	94.01	403.5	463.65	152.28	145.02	221.86	426.57	444.72	176.29	323.03	149.12	199.85	167.9	150.17	205.5	521.76	167.9	221.86	255
FBXL7	23194	191.67	808	96.01	20.86	123.5	414.87	629.35	162.14	52.08	97.36	587.13	163.28	67.59	909.17	43.63	518.15	423.61	145.02	89.51	164.42	567.1	563.18	59.97	151.22	193.01	78.89	76.71	51.35	30.12	738.29	62.12	68.55	135.24
GLE1	2733	412	218.79	301.33	368.65	406.31	205.5	232.94	320.8	371.22	366.09	346.29	397.93	392.44	229.72	232.94	397.93	305.55	339.14	397.93	241.19	237.86	271.48	318.57	373.81	318.57	343.89	307.69	426.57	201.25	299.25	414.87	312	358.54
CCDC107	203260	1447.15	2739.08	536.45	1096.5	2090.03	4268.94	2682.69	409.15	1674.06	624.99	2224.63	2032.85	1583.71	2935.74	1745.2	759.08	2255.7	1733.13	1519.15	703.28	4543.8	3419.52	1651	638.15	2104.58	2119.22	2075.59	1819.35	3039.3	2997.45	848.22	1909.85	2319.15
TERF1	7013	444.72	651.58	303.44	353.59	500.46	796.86	642.59	293.07	318.57	281.09	684.02	412	713.11	607.87	356.05	420.68	591.22	483.38	373.81	204.07	764.36	529.06	351.14	323.03	476.71	536.45	450.94	409.15	476.71	547.75	332.14	571.05	514.56
DUSP15	128853	40.07	72.52	16.88	18.43	26.86	69.52	34.51	16.63	44.25	26.1	73.03	29.06	28.45	38.12	40.36	37.59	67.59	27.64	46.84	27.25	100.83	69.52	33.3	15.22	46.18	63.45	57.08	31.9	76.17	57.49	26.47	53.57	39.79
EPHA8	2046	0.34	2.18	0	1.75	0	1.06	0	1.11	1	0.32	1.31	0.32	0	2.58	3.99	0	0	2.86	1.75	5.5	0.74	4.9	64.8	0	2.16	0	0.43	0	0	0	8.45	0	0.71
SEPT8	23176	612.11	525.39	1088.92	536.45	703.28	532.74	540.19	1088.92	684.02	947.83	718.08	753.83	753.83	395.18	480.04	1073.91	819.3	571.05	591.22	860.08	392.44	571.05	583.07	808	559.28	450.94	532.74	587.13	381.68	583.07	642.59	493.56	480.04
RBM22	55696	769.69	728.11	629.35	620.67	878.17	583.07	764.36	660.68	684.02	599.49	836.53	743.43	902.89	629.35	665.29	660.68	660.68	813.63	688.78	669.92	647.07	624.99	665.29	703.28	854.13	995	785.88	775.05	813.63	612.11	708.18	733.19	967.76
PIDD	55367	293.07	231.32	320.8	244.57	215.77	194.36	316.37	373.81	371.22	341.51	389.72	239.52	255	212.78	182.55	312	212.78	232.94	186.4	220.32	220.32	271.48	226.54	277.2	323.03	470.14	256.78	281.09	180.02	221.86	314.17	190.34	336.79
UTS2R	2837	12.27	0.82	0	3.47	9.63	0	3.5	0	15.34	0	8.58	21.16	19.68	1.16	1.07	0.77	3.96	12.36	34.26	3.14	2.58	0	9.78	0	29.48	22.75	26.1	47.17	0	0	3.63	20.56	15.22
MYOG	4656	0	1.95	0	0	0	0	3.56	0	0	0	0.44	2.18	0	0	0	0	0	0.99	0	0	0	0.52	0	0	0	0	0	0	0	0.51	0	0	0
NAA38	51691	403.5	543.96	575.03	309.83	460.44	384.34	607.87	595.34	366.09	540.19	400.71	299.25	417.77	688.78	529.06	480.04	414.87	612.11	320.8	555.41	679.29	551.56	476.71	318.57	417.77	915.51	583.07	392.44	587.13	567.1	571.05	860.08	753.83
SEZ6	124925	37.59	44.25	0	4.66	13.52	16.15	25.91	10.16	17.51	0	13.52	18.7	8.13	50.98	14.89	6.36	12.09	22.43	11.64	3.69	20.71	44.57	28.86	2.23	19.82	2.86	9.48	3.72	1.73	29.27	20.71	6.36	7.88
CPNE4	131034	8.25	14.78	16.75	3.11	18.7	18.03	35.25	3.26	4.5	3.92	8.85	9.41	7.51	10.71	5.28	5.77	12.55	4.39	2.58	17.64	5.96	30.78	0	5.73	2.66	16.63	15.91	6.57	8.32	20.11	2.43	7	7.4
REG1A	5967	225066.78	4543.8	0	456418.21	48982.22	180.02	20.56	114.36	193234.41	336.79	25354.3	26614.89	55877.28	68.07	122293.5	4.5	0	208544.12	165904.25	559.28	161.02	76.17	108699.57	0	17317.18	114103.8	53973.86	32092.64	139508.13	25.91	102125.66	71714.63	84109.6
C10orf10	11067	1909.85	1674.06	287.01	299.25	1369.04	1242.34	1909.85	974.5	909.17	125.24	3794.3	928.3	1051.79	6250.56	2664.15	791.35	2351.53	896.64	529.06	3847.29	1037.29	723.08	525.39	536.45	780.44	1008.9	679.29	620.67	2240.11	595.34	511	1183.45	1769.57
ZDHHC8	29801	703.28	1044.52	764.36	353.59	802.41	698.41	1059.11	928.3	638.15	796.86	1175.27	866.07	651.58	743.43	323.03	1044.52	1073.91	571.05	447.82	647.07	656.11	866.07	353.59	796.86	759.08	651.58	656.11	723.08	229.72	713.11	466.88	400.71	540.19
UCK1	83549	514.56	559.28	301.33	323.03	521.76	842.36	555.41	414.87	423.61	307.69	825	540.19	500.46	599.49	258.57	514.56	866.07	312	435.55	327.56	599.49	669.92	305.55	547.75	454.09	583.07	454.09	429.54	476.71	559.28	281.09	470.14	540.19
PARD3	56288	438.59	872.1	2061.24	361.04	432.53	836.53	819.3	2720.15	244.57	1883.54	738.29	381.68	417.77	1167.14	366.09	2271.4	808	381.68	295.11	1477.58	995	1111.82	209.84	1819.35	395.18	309.83	303.44	253.23	182.55	981.29	373.81	353.59	255
AOC1	26	2758.13	149.12	65.26	6745.86	995	1.31	1.28	29.91	2468.49	20.71	432.53	555.41	353.59	6.94	5555.65	14.35	3.82	2502.97	3039.3	65.26	638.15	3	3874.05	64.8	412	136.19	195.72	78.34	376.41	0.85	4152.18	147.06	63.89
FAM47C	442444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0
EPPK1	83481	323.03	389.72	21.47	309.83	74.06	536.45	514.56	93.35	237.86	267.73	251.48	138.1	76.17	579.04	144.01	204.07	339.14	137.14	231.32	175.07	285.03	460.44	318.57	45.85	139.07	40.93	58.71	28.86	7.46	563.18	332.14	59.13	20.41
AGAP1	116987	363.56	353.59	94.01	307.69	239.52	366.09	289.02	152.28	316.37	158.79	287.01	376.41	221.86	497	187.71	329.84	373.81	234.57	318.57	157.68	260.38	555.41	343.89	173.85	273.37	105.15	153.34	221.86	92.7	674.59	289.02	236.21	100.83
TRRAP	8295	312	289.02	153.34	177.53	154.42	182.55	279.14	267.73	237.86	199.85	251.48	255	221.86	271.48	145.02	356.05	202.66	209.84	256.78	189.02	193.01	279.14	193.01	175.07	232.94	164.42	186.4	112.77	38.12	299.25	275.28	166.73	124.37
FANCL	55120	228.13	307.69	291.04	173.85	325.29	187.71	316.37	316.37	137.14	178.77	253.23	154.42	281.09	343.89	147.06	265.87	217.27	255	172.65	173.85	336.79	447.82	137.14	171.45	224.97	356.05	231.32	279.14	339.14	325.29	206.94	157.68	348.71
MAGOHB	55110	334.46	438.59	476.71	175.07	414.87	403.5	476.71	262.2	346.29	327.56	329.84	343.89	387.02	511	289.02	265.87	327.56	460.44	314.17	368.65	447.82	432.53	361.04	320.8	414.87	728.11	486.75	500.46	1397.83	460.44	248	583.07	769.69
C17orf100	388327	16.15	17	64.34	20.41	27.64	17.38	0	102.25	6.94	35	29.27	29.27	31	11.64	1.87	40.93	10.63	32.13	4.78	23.59	3.23	21.01	40.93	19.25	7.75	19.25	26.67	3.32	13.83	3.79	15.8	0	31.9
ATP11A	23250	251.48	279.14	113.56	159.9	178.77	152.28	234.57	224.97	241.19	149.12	228.13	255	161.02	173.85	131.51	258.57	152.28	206.94	231.32	223.41	128.79	197.09	214.27	130.6	177.53	108.9	140.04	126.12	60.82	187.71	256.78	96.01	108.9
RIIAD1	284485	13.22	80.57	0	5.82	25.17	208.38	156.59	28.04	9.48	1.2	24.99	11.64	0	212.78	0	16.88	76.71	15.45	13.83	4.46	256.78	194.36	8.58	9.93	21.94	27.25	2.14	8.51	159.9	142.01	0.52	5.5	1.69
ZNF500	26048	242.88	363.56	99.43	152.28	244.57	327.56	327.56	183.82	156.59	145.02	295.11	211.31	221.86	312	84.63	260.38	307.69	173.85	185.11	117.6	201.25	309.83	124.37	204.07	155.5	231.32	167.9	153.34	90.77	316.37	157.68	128.79	158.79
SLC2A6	11182	81.14	73.03	8.45	34.75	87.65	62.56	47.84	9.48	102.25	16.51	88.26	125.24	85.82	58.71	47.17	15	56.68	66.65	67.12	26.86	39.5	73.54	58.71	12.36	124.37	208.38	157.68	194.36	49.91	53.57	42.41	85.82	182.55
HIST1H1C	3006	1832.01	447.82	1225.22	4152.18	1508.65	514.56	559.28	587.13	1594.73	633.73	629.35	934.76	1331.57	381.68	2255.7	486.75	336.79	1417.35	2004.85	1295.13	813.63	417.77	2502.97	1268.46	1388.16	2555.58	2061.24	2400.97	2855.44	234.57	2119.22	1242.34	2468.49
ATP6V0E2	155066	684.02	1340.84	348.71	323.03	688.78	1806.78	1208.34	291.04	764.36	612.11	1331.57	1199.98	785.88	1662.49	400.71	341.51	1519.15	1096.5	583.07	802.41	1617	1572.76	414.87	392.44	802.41	1457.23	808	409.15	1208.34	1407.55	373.81	808	915.51
EIF5B	9669	728.11	1378.57	1127.35	708.18	665.29	1639.59	1340.84	1529.73	647.07	848.22	748.61	633.73	941.27	1651	934.76	1340.84	1104.13	902.89	567.1	819.3	1674.06	1662.49	579.04	733.19	842.36	836.53	941.27	320.8	450.94	1378.57	896.64	1427.22	587.13
BTAF1	9044	217.27	483.38	356.05	126.12	217.27	236.21	466.88	866.07	201.25	395.18	353.59	223.41	275.28	395.18	155.5	813.63	327.56	231.32	191.67	303.44	260.38	397.93	145.02	305.55	194.36	346.29	155.5	176.29	75.11	486.75	279.14	146.03	228.13
CHD2	1106	521.76	674.59	480.04	409.15	305.55	599.49	684.02	921.88	476.71	457.25	500.46	457.25	665.29	878.17	1008.9	830.75	460.44	559.28	358.54	551.56	1030.12	738.29	366.09	438.59	547.75	551.56	660.68	193.01	348.71	728.11	665.29	1359.57	289.02
OPRL1	4987	16.88	15.68	5.15	2.81	11.55	10.88	11.47	4.46	15	3.99	16.39	19.11	23.59	8.65	6.67	10.79	16.51	17	18.97	9.85	10.71	10.63	13.12	7.51	28.04	42.71	23.08	19.82	3.47	10.47	5.82	8.92	37.05
PROB1	389333	76.71	34.51	13.72	29.48	30.78	23.08	31.9	28.86	48.87	21.94	48.18	37.59	34.75	10.24	19.82	52.82	151.22	27.84	50.98	36.53	19.68	23.42	27.64	24.11	38.12	26.67	35.76	31.67	7.69	13.32	40.07	21.47	28.65
GH2	2689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF99	7652	0	0.85	0	0	0	0	1.53	0	0	0.39	0	0	0	0	0	0.8	1.14	0.44	0.82	0	0	0.45	0	0	0.43	0.43	0.52	0	0	0.85	0	0	0.42
ZNF780B	163131	100.13	232.94	98.04	60.82	92.05	140.04	177.53	78.34	100.13	115.16	127.89	78.89	104.42	183.82	41.22	136.19	193.01	93.35	92.05	91.41	156.59	279.14	59.13	52.82	72.01	148.09	94.01	124.37	152.28	339.14	83.45	84.04	150.17
S100A2	6273	22.92	28.04	24660.96	6.52	23.42	48.52	38.12	19618.49	35.25	25887.07	22.92	4.82	4.39	32.36	44.89	11664.82	1081.39	40.07	16.27	40904.3	67.12	10.31	16.51	14361.31	32.13	38.95	14.56	30.56	49.56	22.26	20.71	33.06	37.85
KRT18	3875	21320.18	318.57	1721.16	15075.35	30999.42	258.57	18.7	2303.12	36610.26	1583.71	8658.09	33455.53	31215.04	43.94	46662.28	830.75	137.14	34396.12	28132.47	5995.9	2835.7	21.63	27938.14	3614.55	40621.74	9945.68	24490.61	43840.21	20593.91	11.91	18950.18	61146.25	16960.78
TAF9	6880	1508.65	1883.54	1896.65	1359.57	1662.49	1844.76	2178.83	1359.57	1721.16	1883.54	1551.09	1447.15	1651	2018.8	1936.53	1427.22	1331.57	2303.12	1617	2004.85	2193.99	1991	1870.53	1167.14	1477.58	2468.49	1844.76	2193.99	3540.14	1781.89	1745.2	1819.35	2537.92
CACNA2D3	55799	39.5	124.37	71	4.54	18.84	82.29	99.43	78.34	18.97	105.15	65.26	24.11	29.27	80.57	12	107.38	50.63	35.25	42.11	53.95	176.29	93.35	8.45	66.65	25.72	51.35	51.35	17.64	79.45	90.14	7.69	63.89	67.12
ALOX5	240	432.53	204.07	229.72	85.82	599.49	145.02	127	406.31	563.18	271.48	435.55	571.05	638.15	124.37	214.27	323.03	103.69	454.09	341.51	395.18	111.21	151.22	264.03	303.44	599.49	1066.48	759.08	579.04	221.86	99.43	267.73	343.89	825
